Id ,Year,Car_Name,Price,Location,Fuel_Type,Gear_Type
0,2013,Hyundai Elite i20 Sportz 1.2,"3,59,000",Mumbai,Petrol,Manual
1,2019,Hyundai Venue SX Plus 1.0 Turbo DCT,"7,80,000",Mumbai,Petrol,Automatic
2,2014,Honda City SV i-VTEC,"5,00,000",Mangaluru,Petrol,Manual
3,2016,Honda BR-V V CVT Petrol,"6,50,000",Mangaluru,Petrol,Automatic
4,2018,Honda Amaze 1.2 V i-VTEC,"5,50,000",Mangaluru,Petrol,Manual
5,2017,Honda Jazz 1.2 V i-VTEC,"5,50,000",Mangaluru,Petrol,Manual
6,2019,Honda Jazz VX i-VTEC,"4,50,000",New Delhi,Petrol,Manual
7,2016,Maruti Suzuki Ciaz VXi+ AT,"4,35,000",Mumbai,Petrol,Automatic
8,2023,Honda Elevate ZX CVT,"16,50,000",Kannur,Petrol,Automatic
9,2016,Honda City VX CVT i-VTEC,"5,75,000",Bhubaneswar,Petrol,Automatic
10,2021,Honda Civic V CVT i-VTEC BS6,"12,92,767",Delhi,Petrol,Automatic
11,2016,Honda Amaze 1.2 S i-VTEC,"3,75,000",Delhi,Petrol,Manual
12,2017,Honda Amaze 1.2 E i-VTEC Opt,"3,49,999",Delhi,Petrol,Manual
13,2017,Maruti Suzuki Swift DZire VDi,"2,95,000",Ghaziabad,Diesel,Manual
14,2017,Maruti Suzuki Vitara Brezza ZDi Plus,"6,64,336",Delhi,Diesel,Manual
15,2013,Maruti Suzuki ALTO 800 LXi,"1,50,000",Faridabad,Petrol,Manual
16,2021,Tata Harrier XT Dark Edition BS6,"14,93,500",Delhi,Diesel,Manual
17,2022,Hyundai Creta SX 1.5 Petrol,"13,30,000",Faridabad,Petrol,Manual
18,2011,Hyundai Santro Xing GLS LPG,"2,45,000",Pondicherry,Petrol + Lpg,Manual
19,2017,Tata Tiago Revotron XZ,"3,20,000",Ghaziabad,Petrol,Manual
20,2016,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,"3,65,000",Thrissur,Petrol,Automatic
21,2022,Hyundai Alcazar Prestige Executive 7 STR 1.5 Diesel,"15,25,000",Mumbai,Diesel,Manual
22,2016,Hyundai Creta 1.6 SX Opt Petrol,"6,80,000",Mumbai,Petrol,Manual
23,2000,Maruti Suzuki Wagon R VX,"1,00,000",Vadodara,Petrol,Manual
24,2015,Honda Amaze 1.5 S i-DTEC,"3,85,000",Kottayam,Diesel,Manual
25,2020,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG BS6,"5,50,000",Ahmedabad,Petrol + Cng,Manual
26,2016,Honda City VX CVT i-VTEC,"5,00,000",Noida,Petrol,Automatic
27,2016,Honda City VX CVT i-VTEC,"6,05,000",Noida,Petrol,Automatic
28,2011,Nissan Micra XV PETROL,"1,75,000",Jaipur,Petrol,Manual
29,2017,Hyundai Grand i10 Asta AT,"3,99,999",Faridabad,Petrol,Automatic
30,2016,Maruti Suzuki Celerio ZXi AMT,"3,20,000",Faridabad,Petrol,Automated Manual Transmission
31,2021,Kia Seltos GTX Plus 1.4 Petrol,"13,25,000",Faridabad,Petrol,Manual
32,2013,Maruti Suzuki Ritz LXi,"3,00,000",Faridabad,Petrol,Manual
33,2022,Maruti Suzuki Baleno Delta 1.2 AT,"5,85,000",Faridabad,Petrol,Automatic
34,2019,Mahindra XUV500 W9 AT,"9,75,000",Faridabad,Diesel,Automatic
35,2023,Honda City eHEV ZX,"23,65,000",Bangalore,Hybrid,Automatic
36,2018,Maruti Suzuki Swift LXi,"4,90,000",New Delhi,Petrol,Manual
37,2010,Maruti Suzuki Ritz LXi,"1,10,000",Ghaziabad,Petrol,Manual
38,2018,Maruti Suzuki Celerio VXi,"3,20,000",Ghaziabad,Petrol,Manual
39,2012,Maruti Suzuki Alto LXi,"1,50,000",Faridabad,Petrol,Manual
40,2014,Hyundai Santro Xing GL CNG,"1,95,000",Faridabad,Petrol + Cng,Manual
41,2018,Mahindra Scorpio S7 140 bhp 2WD,"9,50,000",Faridabad,Diesel,Manual
42,2012,Maruti Suzuki Wagon R VXi,"2,85,000",Chennai,Petrol,Manual
43,2020,Honda Amaze 1.2 S MT Petrol BS6,"3,99,000",Kolkata,Petrol,Manual
44,2022,Toyota Innova Crysta 2.7 GX AT 7 STR,"19,15,407",Delhi,Petrol,Automatic
45,2023,Maruti Suzuki Swift LXi,"4,19,000",Delhi,Petrol,Manual
46,2019,Tata Nexon XMA Petrol,"5,90,000",Delhi,Petrol,Automatic
47,2021,Maruti Suzuki Ertiga VXI Smart Hybrid,"8,65,000",Delhi,Petrol,Manual
48,2021,Honda City 5th Generation V Petrol,"8,75,000",Delhi,Petrol,Manual
49,2024,Maruti Suzuki XL6 Zeta MT CNG,"12,56,000",Delhi,Cng,Manual
50,2024,Maruti Suzuki Wagon R VXi 1.0 CNG,"6,89,500",Delhi,Petrol + Cng,Manual
51,2024,Maruti Suzuki Swift VXi (O) CNG,"8,46,500",Delhi,Cng,Manual
52,2024,Maruti Suzuki S-Presso VXi S-CNG,"6,11,500",Delhi,Cng,Manual
53,2024,Maruti Suzuki Jimny Alpha AT Dual Tone,"14,95,000",Delhi,Petrol,Automatic
54,2024,Maruti Suzuki Invicto Alpha Plus 7 STR,"28,92,000",Delhi,Petrol,Automatic
55,2024,Maruti Suzuki Ignis Alpha 1.2 AMT,"12,29,500",Delhi,Petrol,Automated Manual Transmission
56,2024,Maruti Suzuki Grand Vitara Alpha Dominion Edition Smart Hybrid,"16,03,699",Delhi,Hybrid,Manual
57,2024,Maruti Suzuki Fronx Delta 1.2 CNG,"9,32,500",Delhi,Cng,Manual
58,2024,Maruti Suzuki Ertiga ZXI Plus Smart Hybrid,"11,63,000",Delhi,Petrol,Manual
59,2024,Maruti Suzuki Eeco 5 STR AC CNG,"6,58,000",Delhi,Cng,Manual
60,2024,Maruti Suzuki Dzire ZXi CNG,"9,12,250",Delhi,Petrol + Cng,Manual
61,2024,Maruti Suzuki Ciaz Alpha 1.5 AT,"12,29,500",Delhi,Petrol,Automatic
62,2024,Maruti Suzuki Celerio VXi CNG,"6,73,500",Delhi,Petrol + Cng,Manual
63,2024,Maruti Suzuki Brezza ZXi S-CNG Dual Tone,"12,25,500",Delhi,Cng,Manual
64,2024,Maruti Suzuki Baleno Delta AGS,"7,95,000",Delhi,Petrol,Automatic
65,2024,Maruti Suzuki Alto K10 LXi S-CNG,"5,73,500",Delhi,Cng,Manual
66,2013,Toyota Innova 2.5 GX 8 STR BS III,"8,55,000",Delhi,Diesel,Manual
67,2017,Toyota Innova Crysta 2.4 ZX 7 STR,"19,75,000",Delhi,Diesel,Manual
68,2017,Maruti Suzuki Vitara Brezza ZDi Plus,"8,35,000",Delhi,Diesel,Manual
69,2017,Maruti Suzuki Vitara Brezza VDi Opt,"7,35,000",Delhi,Diesel,Manual
70,2016,Mahindra XUV500 W6,"9,85,000",Delhi,Diesel,Manual
71,2015,Mahindra XUV500 W4,"7,95,000",Delhi,Diesel,Manual
72,2022,Toyota Innova Crysta 2.4 ZX AT 7 STR,"30,50,000",Delhi,Diesel,Automatic
73,2020,Hyundai Creta SX (O) 1.4 Turbo 7 DCT BS6,"17,65,000",Delhi,Petrol,Automatic
74,2012,Skoda Rapid 1.6 MPI AMBITION AT,"2,75,000",Delhi,Petrol,Automatic
75,2014,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,"2,95,000",Delhi,Petrol,Manual
76,2022,Tata Safari XT Plus Diesel,"16,50,000",Delhi,Diesel,Manual
77,2019,Mahindra XUV500 W11 (O) AT,"10,75,000",Delhi,Diesel,Automatic
78,2023,Toyota Innova Hycross VX Hybrid 7 STR,"26,75,000",Delhi,Hybrid,Automatic
79,2015,Maruti Suzuki Swift VXi,"4,10,000",Delhi,Petrol,Manual
80,2019,Maruti Suzuki Dzire VXi,"6,10,000",Delhi,Petrol,Manual
81,2014,Hyundai Eon ERA PLUS,"1,86,000",Delhi,Petrol,Manual
82,2013,Honda City 1.5 S MT,"4,15,000",Bangalore,Petrol,Manual
83,2016,Maruti Suzuki Wagon R VXi,"2,75,000",Raipur,Petrol,Manual
84,2019,Hyundai Verna 1.6 VTVT SX (O) AT,"13,85,000",Delhi,Petrol,Automatic
85,2017,Honda WR-V VX Petrol,"6,85,000",Delhi,Petrol,Manual
86,2021,MG Hector Sharp 1.5 DCT Petrol,"17,55,000",Delhi,Petrol,Automatic
87,2018,Renault KWID 1.0 RXL,"3,45,000",Delhi,Petrol,Manual
88,2019,Maruti Suzuki Baleno Zeta AT 1.2,"8,25,000",Delhi,Petrol,Automatic
89,2021,Honda Amaze 1.2 VX MT Petrol BS6,"8,35,000",Delhi,Petrol,Manual
90,2022,Maruti Suzuki Ertiga VXi (O) CNG,"12,40,000",Delhi,Cng,Manual
91,2021,Maruti Suzuki Baleno Alpha 1.2 AT,"9,75,000",Delhi,Petrol,Automatic
92,2021,Honda City 5th Generation ZX CVT Petrol,"14,85,000",Delhi,Petrol,Automatic
93,2015,Hyundai Creta 1.6 SX+ AT Diesel,"11,25,000",Delhi,Diesel,Automatic
94,2023,Kia Carens Premium 1.5 Petrol 7 STR,"11,25,000",Delhi,Petrol,Manual
95,2018,Maruti Suzuki Baleno Delta 1.2,"6,45,000",Delhi,Petrol,Manual
96,2021,Hyundai Creta S 1.5 Petrol BS6,"12,45,000",Delhi,Petrol,Manual
97,2018,Maruti Suzuki Ciaz Alpha 1.4 AT,"9,85,000",Delhi,Petrol,Automatic
98,2017,Maruti Suzuki Ignis Zeta 1.2 MT,"4,35,000",Delhi,Petrol,Manual
99,2015,Honda Jazz S i-VTEC,"4,85,000",Delhi,Petrol,Manual
100,2014,Hyundai Xcent S 1.2,"3,15,000",Delhi,Petrol,Manual
101,2015,Hyundai Elite i20 Magna 1.2,"4,25,000",Delhi,Petrol,Manual
102,2016,Maruti Suzuki Swift DZire VDi,"5,15,000",Delhi,Diesel,Manual
103,2013,Maruti Suzuki Ritz VXi,"2,15,000",Delhi,Petrol,Manual
104,2012,Hyundai i10 Magna 1.2,"2,25,000",Delhi,Petrol,Manual
105,2011,Hyundai i10 Era,"2,15,000",Delhi,Petrol,Manual
106,2015,Maruti Suzuki Swift DZire LDi,"4,55,000",Delhi,Diesel,Manual
107,2011,Maruti Suzuki Wagon R LXi,"2,15,000",Delhi,Petrol,Manual
108,2021,Honda City 5th Generation VX CVT Petrol,"14,85,000",Delhi,Petrol,Automatic
109,2015,Maruti Suzuki Swift DZire LXi Opt,"3,45,000",Delhi,Petrol,Manual
110,2016,Maruti Suzuki Ertiga ZXi,"6,50,000",Delhi,Petrol,Manual
111,2022,Mahindra Thar AX 4 STR Hard Top Diesel MT,"12,90,000",Delhi,Diesel,Manual
112,2017,Mahindra Scorpio S10,"9,50,000",Delhi,Diesel,Manual
113,2019,Maruti Suzuki Swift VXi,"5,70,000",Delhi,Petrol,Manual
114,2012,Volkswagen Vento 1.6L Highline,"2,75,000",Delhi,Petrol,Manual
115,2018,Hyundai Grand i10 Magna 1.2 Kappa VTVT,"4,25,000",Delhi,Petrol,Manual
116,2022,Tata Safari XZA Plus 6S,"18,50,000",Delhi,Diesel,Automated Manual Transmission
117,2018,Honda City V CVT i-VTEC,"8,41,875",Delhi,Petrol,Automatic
118,2020,Hyundai Venue SX 1.0 Petrol,"7,97,131",Delhi,Petrol,Manual
119,2018,Mahindra XUV500 W10,"11,53,321",Delhi,Diesel,Manual
120,2017,Mahindra XUV500 W9,"10,12,714",Delhi,Diesel,Manual
121,2017,Mahindra XUV500 W6 AT,"9,65,019",Delhi,Diesel,Automatic
122,2019,Hyundai Creta 1.4 E+ Diesel,"8,54,301",Delhi,Diesel,Manual
123,2013,Mahindra Scorpio VLX 2WD AIRBAG BS III,"5,59,000",Chennai,Diesel,Manual
124,2016,Mahindra XUV500 W8,"7,00,000",Delhi,Diesel,Manual
125,2016,Renault Duster 110 PS RXL 4X2 MT,"4,60,000",Delhi,Diesel,Manual
126,2015,Maruti Suzuki Swift DZire LDi Opt,"4,00,000",Delhi,Diesel,Manual
127,2017,Hyundai Tucson 2WD MT Diesel,"10,80,000",Delhi,Diesel,Manual
128,2015,Honda City VX,"5,50,000",Delhi,Petrol,Manual
129,2018,Hyundai Creta 1.6 SX Opt Diesel,"10,45,000",Bangalore,Diesel,Manual
130,2016,Hyundai i10 Magna,"3,95,000",Bangalore,Petrol,Manual
131,2021,Maruti Suzuki XL6 Zeta MT Petrol,"11,40,000",Bangalore,Petrol,Manual
132,2020,Hyundai Creta 1.6 SX AT Diesel,"16,65,000",Bangalore,Diesel,Automatic
133,2019,Ford EcoSport Titanium 1.5L TDCi,"9,15,000",Bangalore,Diesel,Manual
134,2018,Honda BR-V V Diesel,"8,85,000",Bangalore,Diesel,Manual
135,2023,Hyundai Creta EX 1.5 Petrol,"11,65,000",Bangalore,Petrol,Manual
136,2022,Skoda Slavia Ambition 1.0L TSI MT,"11,90,000",Bangalore,Petrol,Manual
137,2019,Tata Harrier XZ,"14,25,000",Bangalore,Diesel,Manual
138,2016,Ford EcoSport Titanium + 1.5L Ti-VCT AT,"7,35,000",Bangalore,Petrol,Automatic
139,2024,Kia Seltos HTX 1.5 Diesel AT,"18,11,000",Bangalore,Diesel,Automatic
140,2022,Toyota Innova Hycross GX 7 STR,"22,00,000",Bangalore,Petrol,Automatic
141,2023,Hyundai Tucson Signature 2.0 AT Petrol,"33,00,000",Bangalore,Petrol,Automatic
142,2017,Hyundai i20 Active 1.2 SX,"7,75,000",Bangalore,Petrol,Manual
143,2023,Hyundai Verna SX (O) 1.5 VTVT IVT,"14,80,000",Bangalore,Petrol,Automatic
